시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,건축년도,도로명,해제사유발생일,거래유형,중개사소재지
강원도 원주시 태장동,682,682,0,현대,84.482,202208,18,"14,500",4,1995,현충로58번길 29,,중개거래,강원 원주시
강원도 원주시 태장동,682,682,0,현대,84.482,202208,23,"15,400",14,1995,현충로58번길 29,,중개거래,강원 원주시
강원도 원주시 태장동,682,682,0,현대,84.482,202208,25,"16,300",13,1995,현충로58번길 29,,중개거래,강원 원주시
강원도 원주시 태장동,682,682,0,현대,59.445,202208,27,"11,800",6,1995,현충로58번길 29,,중개거래,강원 원주시
강원도 원주시 태장동,2716,2716,0,흥화브라운빌,84.9728,202208,13,"20,000",14,2006,현충로58번길 21,,중개거래,강원 원주시
강원도 원주시 판부면 서곡리,592,592,0,거장2차아파트,27.36,202208,10,"7,100",7,2002,남원로 223,,중개거래,강원 원주시
강원도 원주시 판부면 서곡리,592,592,0,거장2차아파트,39.06,202208,22,"9,000",3,2002,남원로 223,,중개거래,강원 원주시
강원도 원주시 판부면 서곡리,446,446,0,원주더샵아파트,148.648,202208,19,"40,000",2,2006,시청로 264,,중개거래,강원 원주시
강원도 원주시 판부면 서곡리,446,446,0,원주더샵아파트,147.91,202208,23,"55,000",10,2006,시청로 264,,중개거래,강원 원주시
강원도 원주시 판부면 서곡리,446,446,0,원주더샵아파트,147.91,202208,23,"43,000",5,2006,시청로 264,,중개거래,강원 원주시
강원도 원주시 판부면 서곡리,446,446,0,원주더샵아파트,147.91,202208,24,"31,000",3,2006,시청로 264,20220829,직거래,-
강원도 원주시 판부면 서곡리,446,446,0,원주더샵아파트,147.91,202208,31,"31,000",3,2006,시청로 264,,직거래,-
강원도 원주시 학성동,1032-6,1032,6,삼천리1,73.78,202208,30,"9,700",2,1991,학성길 46,,중개거래,강원 원주시
강원도 원주시 학성동,1031,1031,0,삼천리3,59.99,202208,24,"10,200",15,1997,학성길 38,,중개거래,강원 원주시
강원도 원주시 학성동,1056-2,1056,2,영진로얄,56.535,202208,4,"5,000",2,1992,갈머리1길 27,,중개거래,강원 원주시
강원도 원주시 학성동,1050,1050,0,영진로얄타운,59.4,202208,1,"7,000",10,1994,남산로218번길 34,,직거래,-
강원도 원주시 학성동,1050,1050,0,영진로얄타운,59.4,202208,27,"9,500",4,1994,남산로218번길 34,,중개거래,강원 원주시
강원도 원주시 행구동,1850,1850,0,건영,59.93,202208,1,"8,000",3,1996,행구로 287,,직거래,-
강원도 원주시 행구동,1850,1850,0,건영,59.93,202208,29,"9,800",1,1996,행구로 287,,중개거래,강원 원주시
강원도 원주시 행구동,1815-1,1815,1,행구금강아미움아파트,84.9,202208,16,"26,800",13,2007,행구로 140,,중개거래,강원 원주시
강원도 원주시 행구동,1815-1,1815,1,행구금강아미움아파트,84.9,202208,27,"27,000",4,2007,행구로 140,,중개거래,강원 원주시
강원도 원주시 행구동,1658-4,1658,4,현대,59.54,202208,18,"12,250",3,1997,행구로 216,,중개거래,강원 원주시
강원도 원주시 행구동,1851,1851,0,효성백년가약,84.935,202208,23,"23,500",2,2009,번재길 32,,중개거래,강원 원주시
강원도 원주시 행구동,1851,1851,0,효성백년가약,128.701,202208,24,"32,000",6,2009,번재길 32,,직거래,-
강원도 원주시 호저면 만종리,659-6,659,6,대보,75.79,202208,27,"7,000",5,1995,감박산길 5,,중개거래,강원 원주시
강원도 원주시 흥업면 매지리,1934,1934,0,청솔,25.92,202208,2,"4,100",2,2000,세동길 51,,중개거래,강원 원주시
강원도 원주시 흥업면 매지리,1934,1934,0,청솔,25.92,202208,3,"4,300",3,2000,세동길 51,,중개거래,강원 원주시
강원도 원주시 흥업면 매지리,1934,1934,0,청솔,25.92,202208,3,"4,300",4,2000,세동길 51,,중개거래,강원 원주시
강원도 원주시 흥업면 매지리,1934,1934,0,청솔,25.92,202208,6,"5,000",4,2000,세동길 51,,중개거래,강원 원주시
강원도 원주시 흥업면 매지리,1934,1934,0,청솔,25.92,202208,8,"4,500",4,2000,세동길 51,,중개거래,강원 원주시
강원도 원주시 흥업면 매지리,1934,1934,0,청솔,25.92,202208,8,"4,300",12,2000,세동길 51,,중개거래,강원 원주시
강원도 원주시 흥업면 매지리,1934,1934,0,청솔,25.92,202208,10,"4,400",9,2000,세동길 51,,중개거래,강원 원주시
강원도 원주시 흥업면 매지리,1934,1934,0,청솔,25.92,202208,10,"4,400",6,2000,세동길 51,,중개거래,강원 원주시
강원도 원주시 흥업면 매지리,1934,1934,0,청솔,25.92,202208,31,"3,950",1,2000,세동길 51,,중개거래,강원 원주시
강원도 원주시 흥업면 매지리,1928,1928,0,현대,59.89,202208,25,"10,400",11,1995,세동길 13,,중개거래,강원 원주시
강원도 원주시 흥업면 흥업리,1827,1827,0,남원주두산위브,84.7464,202208,1,"23,500",7,2009,북원로 1600,,중개거래,강원 원주시
강원도 원주시 흥업면 흥업리,1827,1827,0,남원주두산위브,84.7464,202208,17,"25,500",4,2009,북원로 1600,,중개거래,강원 원주시
강원도 원주시 흥업면 흥업리,1827,1827,0,남원주두산위브,84.7464,202208,18,"26,200",15,2009,북원로 1600,,중개거래,강원 원주시
강원도 원주시 흥업면 흥업리,1827,1827,0,남원주두산위브,84.7464,202208,25,"26,000",14,2009,북원로 1600,,중개거래,강원 원주시
강원도 원주시 흥업면 흥업리,1827,1827,0,남원주두산위브,84.8613,202208,30,"23,900",14,2009,북원로 1600,,중개거래,강원 원주시
강원도 원주시 흥업면 흥업리,86,86,0,흥업경동아파트,39.698,202208,10,"6,000",4,2000,울업1길 33,20220830,중개거래,강원 원주시
강원도 원주시 흥업면 흥업리,86,86,0,흥업경동아파트,39.698,202208,10,"6,000",4,2000,울업1길 33,,중개거래,강원 원주시
강원도 인제군 북면 원통리,664,664,0,꿈의궁전아파트,38.85,202208,17,"6,200",6,2002,원통로211번길 13,,중개거래,강원 인제군
강원도 인제군 북면 원통리,665,665,0,현대에코캐슬,75.13,202208,24,"22,170",4,2022,원통로211번길 13-1,,직거래,-
강원도 인제군 서화면 천도리,684-3,684,3,산호,46.66,202208,30,"5,300",4,2004,천도로78번길 29,,직거래,-
강원도 인제군 인제읍 남북리,833,833,0,인제라온프라이빗,59.91,202208,9,"22,000",9,2020,인제로112번길 22,,직거래,-
강원도 인제군 인제읍 남북리,833,833,0,인제라온프라이빗,84.96,202208,18,"31,900",19,2020,인제로112번길 22,,중개거래,강원 인제군
강원도 인제군 인제읍 덕산리,666,666,0,한양쉐르빌(101동),53.653,202208,11,"8,750",10,2004,내린천로 6760,,직거래,-
강원도 인제군 인제읍 상동리,268-5,268,5,낙원아파트,82.81,202208,8,"11,000",2,1990,비봉로30번길 17,,직거래,-
강원도 인제군 인제읍 상동리,Jan.43,43,1,내설악,59.46,202208,25,"5,350",15,2003,인제로228번길 6,,중개거래,경기 용인수지구
강원도 인제군 인제읍 합강리,370,370,0,인제양우내안애아파트,84.7512,202208,12,"24,000",3,2020,인제로 258,,중개거래,강원 인제군
강원도 정선군 남면 무릉리,530,530,0,멀미주공,39.99,202208,12,"2,450",5,1992,멀미길 33,,직거래,-
강원도 정선군 남면 무릉리,590-1,590,1,묵산주공,39.72,202208,29,"2,500",5,1986,지장천로 76,,직거래,-
강원도 정선군 사북읍 사북리,282,282,0,대림,58.32,202208,9,"4,000",1,1986,범바위길 7-11,,직거래,-
강원도 정선군 사북읍 사북리,435-1,435,1,도사곡주공1,45.85,202208,19,"4,250",3,1984,도사곡길 21,,직거래,-
강원도 정선군 사북읍 사북리,435-1,435,1,도사곡주공1,45.85,202208,19,"2,870",5,1984,도사곡길 21,,직거래,-
강원도 정선군 사북읍 사북리,435-5,435,5,도사곡주공2,39.69,202208,17,"3,200",3,1991,도사곡길 21,,직거래,-
강원도 정선군 사북읍 사북리,435-5,435,5,도사곡주공2,39.3,202208,31,"2,950",4,1991,도사곡길 21,,직거래,-
강원도 정선군 신동읍 조동리,144,144,0,함백아파트,40.45,202208,19,"1,500",1,1984,새골길 70,,직거래,-
강원도 정선군 정선읍 북실리,617-1,617,1,북실광원(태창),44.64,202208,18,"4,500",5,1993,용담길 71,,중개거래,강원 정선군
강원도 정선군 정선읍 북실리,617-1,617,1,북실광원(태창),44.64,202208,25,"4,900",5,1993,용담길 71,,직거래,-
강원도 정선군 정선읍 북실리,628,628,0,아리랑,46.8,202208,23,"6,200",2,1989,병방치길 7,,직거래,-
강원도 철원군 갈말읍 군탄리,1028-97,1028,97,유명,39.78,202208,4,"3,400",13,1998,군탄로8번길 16,,직거래,-
강원도 철원군 갈말읍 지포리,460,460,0,지포리도성,71.6951,202208,17,"16,500",10,2007,명성로139번길 43,,직거래,-
강원도 철원군 동송읍 이평리,1554,1554,0,금강아미움,122.846,202208,18,"34,800",6,2008,금학로201번길 9,,직거래,-
강원도 철원군 동송읍 이평리,588-3,588,3,한국개나리,59.91,202208,17,"8,000",11,1995,금학로136번길 18,,직거래,-
강원도 철원군 서면 와수리,864-1,864,1,신원백마,59.83,202208,9,"9,300",7,1996,와수로 246-1,,직거래,-
강원도 춘천시 근화동,279-8,279,8,신성미소지움,84.97,202208,1,"35,300",15,2007,근화길15번길 26,,중개거래,강원 춘천시
강원도 춘천시 근화동,279-8,279,8,신성미소지움,133.97,202208,4,"44,000",11,2007,근화길15번길 26,,중개거래,강원 춘천시
강원도 춘천시 근화동,279-8,279,8,신성미소지움,59.92,202208,16,"24,500",5,2007,근화길15번길 26,,중개거래,강원 춘천시
강원도 춘천시 근화동,279-8,279,8,신성미소지움,59.92,202208,20,"23,000",3,2007,근화길15번길 26,,중개거래,강원 춘천시
강원도 춘천시 근화동,742-1,742,1,청와,39.7,202208,12,"10,000",1,1991,중앙로190번길 79,,중개거래,강원 춘천시
강원도 춘천시 근화동,742-1,742,1,청와,76.77,202208,26,"17,400",10,1991,중앙로190번길 79,,중개거래,강원 춘천시
강원도 춘천시 동내면 거두리,939-3,939,3,부영2차,84.9763,202208,5,"23,450",7,2003,춘천순환로94번길 12,,중개거래,강원 춘천시
강원도 춘천시 동내면 거두리,939-2,939,2,부영3차,59.8404,202208,24,"19,000",7,2003,춘천순환로94번길 12,,중개거래,강원 춘천시
강원도 춘천시 동내면 거두리,939-2,939,2,부영3차,59.8404,202208,26,"18,000",1,2003,춘천순환로94번길 12,,직거래,-
강원도 춘천시 동내면 거두리,936,936,0,초록지붕,84.4255,202208,10,"23,000",15,2006,거두택지길 7,,중개거래,강원 춘천시
강원도 춘천시 동내면 거두리,936,936,0,초록지붕,84.4255,202208,12,"22,800",11,2006,거두택지길 7,,중개거래,강원 춘천시
강원도 춘천시 동내면 거두리,1038,1038,0,현대성우오스타,84.96,202208,30,"28,500",1,2009,춘천순환로 93,,중개거래,강원 춘천시
강원도 춘천시 동내면 거두리,1065,1065,0,호반베르디움,134.9845,202208,19,"46,300",8,2009,외솔길19번길 80-7,,중개거래,강원 춘천시
강원도 춘천시 동면 만천리,973,973,0,대동다숲아파트,84.7198,202208,25,"24,250",5,2008,후석로326번길 63,,중개거래,강원 춘천시
강원도 춘천시 동면 만천리,973,973,0,대동다숲아파트,84.6937,202208,30,"25,500",8,2008,후석로326번길 63,,중개거래,강원 춘천시
강원도 춘천시 동면 만천리,971,971,0,한일유앤아이,166.5906,202208,8,"41,500",9,2006,만천로 107,,중개거래,강원 춘천시
강원도 춘천시 동면 장학리,988,988,0,장학엘에이치해온채,84.85,202208,15,"29,500",8,2014,소양강로 102,,중개거래,강원 춘천시
강원도 춘천시 동면 장학리,988,988,0,장학엘에이치해온채,84.89,202208,19,"27,000",1,2014,소양강로 102,,중개거래,강원 춘천시
강원도 춘천시 사농동,810,810,0,롯데캐슬2단지,84.99,202208,19,"23,800",10,2008,마장길 60,,중개거래,강원 춘천시
강원도 춘천시 사농동,820,820,0,춘천뉴시티코아루,79.9414,202208,24,"20,000",5,2013,영서로 2922,,직거래,-
강원도 춘천시 사농동,820,820,0,춘천뉴시티코아루,84.9808,202208,29,"25,000",15,2013,영서로 2922,,중개거래,강원 춘천시
강원도 춘천시 사농동,820,820,0,춘천뉴시티코아루,84.9808,202208,31,"29,500",14,2013,영서로 2922,,중개거래,강원 춘천시
강원도 춘천시 사농동,158,158,0,현대,59.84,202208,26,"15,000",8,2002,영서로 2920,,중개거래,강원 춘천시
강원도 춘천시 석사동,727-4,727,4,두산,59.97,202208,3,"15,150",1,1997,후석로186번길 25,,중개거래,강원 춘천시
강원도 춘천시 석사동,727-4,727,4,두산,59.97,202208,13,"16,000",14,1997,후석로186번길 25,,중개거래,강원 춘천시
강원도 춘천시 석사동,283-15,283,15,삼익1,84.73,202208,9,"16,100",4,1990,춘천순환로 42,,중개거래,강원 춘천시
강원도 춘천시 석사동,283-15,283,15,삼익1,84.73,202208,24,"16,700",15,1990,춘천순환로 42,,중개거래,강원 춘천시
강원도 춘천시 석사동,283-15,283,15,삼익1,76.52,202208,28,"14,000",3,1990,춘천순환로 42,,중개거래,강원 춘천시
강원도 춘천시 석사동,115-10,115,10,석사극동,135.28,202208,9,"19,000",3,1992,공지로 43,,중개거래,강원 춘천시
강원도 춘천시 석사동,893,893,0,석사동현진에버빌1차,84.999,202208,9,"31,400",2,2004,지석로 97,,중개거래,강원 춘천시
강원도 춘천시 석사동,893,893,0,석사동현진에버빌1차,84.999,202208,18,"34,800",13,2004,지석로 97,,중개거래,강원 춘천시
강원도 춘천시 석사동,893,893,0,석사동현진에버빌1차,84.921,202208,18,"34,500",8,2004,지석로 97,,중개거래,강원 춘천시
강원도 춘천시 석사동,893,893,0,석사동현진에버빌1차,84.999,202208,29,"34,000",15,2004,지석로 97,,중개거래,강원 춘천시
강원도 춘천시 석사동,727-2,727,2,석사부영,59.76,202208,20,"13,800",11,1998,우석로101번길 83,,중개거래,강원 춘천시
강원도 춘천시 석사동,727-2,727,2,석사부영,59.76,202208,22,"13,900",5,1998,우석로101번길 83,,중개거래,강원 춘천시
강원도 춘천시 석사동,971,971,0,신도브래뉴,84.9618,202208,10,"33,000",13,2007,공지로 69-10,,직거래,-
강원도 춘천시 석사동,682-1,682,1,신우,84.99,202208,23,"18,000",1,1994,공지로 111,,중개거래,강원 춘천시
강원도 춘천시 석사동,727-6,727,6,청구,59.965,202208,5,"14,500",1,1997,서부대성로 332,,중개거래,강원 춘천시
강원도 춘천시 석사동,820,820,0,퇴계3주공,84.9,202208,22,"25,500",15,1999,퇴계로 220-19,,중개거래,강원 춘천시
강원도 춘천시 석사동,822,822,0,퇴계주공4,59.99,202208,3,"20,100",13,1998,퇴계로 242,,중개거래,강원 춘천시
강원도 춘천시 석사동,813,813,0,현대,99.931,202208,11,"27,000",14,1998,퇴계로 220-20,,중개거래,강원 춘천시
강원도 춘천시 석사동,866,866,0,휴먼타운,84.89,202208,5,"27,000",6,2002,지석로 29,,중개거래,강원 춘천시
강원도 춘천시 석사동,866,866,0,휴먼타운,84.89,202208,8,"25,500",2,2002,지석로 29,,중개거래,강원 춘천시
강원도 춘천시 석사동,866,866,0,휴먼타운,84.89,202208,27,"25,000",12,2002,지석로 29,,중개거래,강원 춘천시
강원도 춘천시 소양로2가,183,183,0,e편한세상춘천,78.318,202208,7,"32,250",2,2014,서부대성로 33,,중개거래,"강원 춘천시, 서울 중랑구"
강원도 춘천시 소양로2가,183,183,0,e편한세상춘천,84.966,202208,12,"34,500",3,2014,서부대성로 33,,중개거래,강원 춘천시
강원도 춘천시 소양로2가,183,183,0,e편한세상춘천,78.318,202208,13,"34,500",7,2014,서부대성로 33,,중개거래,강원 춘천시
강원도 춘천시 소양로2가,183,183,0,e편한세상춘천,78.318,202208,16,"31,250",1,2014,서부대성로 33,,중개거래,강원 춘천시
강원도 춘천시 소양로2가,183,183,0,e편한세상춘천,84.966,202208,27,"40,200",16,2014,서부대성로 33,,중개거래,강원 춘천시
강원도 춘천시 소양로2가,183,183,0,e편한세상춘천,84.966,202208,31,"39,000",16,2014,서부대성로 33,,중개거래,강원 춘천시
강원도 춘천시 소양로2가,1,1,0,소양로현대,59.96,202208,8,"16,400",14,1998,모수물길 60,,중개거래,강원 춘천시
강원도 춘천시 소양로2가,1,1,0,소양로현대,59.96,202208,18,"15,000",6,1998,모수물길 60,,중개거래,강원 춘천시
강원도 춘천시 소양로2가,1,1,0,소양로현대,84.95,202208,19,"20,000",13,1998,모수물길 60,,중개거래,강원 춘천시
강원도 춘천시 신북읍 천전리,1352,1352,0,소양강양우내안애,47.6264,202208,1,"9,800",9,2012,신샘밭로 733,,중개거래,강원 춘천시
강원도 춘천시 신북읍 천전리,1352,1352,0,소양강양우내안애,38.1055,202208,17,"8,000",15,2012,신샘밭로 733,,중개거래,강원 춘천시
강원도 춘천시 신북읍 천전리,1351,1351,0,춘천해강,37.35,202208,2,"6,100",18,1997,상천2길 52,,직거래,-
강원도 춘천시 신북읍 천전리,1351,1351,0,춘천해강,37.35,202208,5,"6,000",5,1997,상천2길 52,,중개거래,강원 춘천시
강원도 춘천시 신북읍 천전리,1351,1351,0,춘천해강,37.35,202208,20,"6,000",13,1997,상천2길 52,,중개거래,강원 춘천시
강원도 춘천시 신북읍 천전리,1351,1351,0,춘천해강,59.96,202208,31,"9,000",7,1997,상천2길 52,,중개거래,강원 춘천시
강원도 춘천시 온의동,510,510,0,럭키,84.97,202208,8,"19,500",1,1993,영서로 2317,,중개거래,강원 춘천시
강원도 춘천시 온의동,509,509,0,보배,84.74,202208,18,"19,700",12,1992,스포츠타운길 529-15,,중개거래,강원 춘천시
강원도 춘천시 온의동,509,509,0,보배,84.74,202208,30,"19,000",12,1992,스포츠타운길 529-15,,중개거래,강원 춘천시
강원도 춘천시 온의동,590,590,0,온의롯데캐슬스카이클래스,84.796,202208,3,"56,700",38,2015,방송길 70,,중개거래,강원 춘천시
강원도 춘천시 온의동,590,590,0,온의롯데캐슬스카이클래스,84.796,202208,14,"55,600",25,2015,방송길 70,,중개거래,강원 춘천시
강원도 춘천시 온의동,590,590,0,온의롯데캐슬스카이클래스,84.796,202208,14,"55,600",25,2015,방송길 70,,중개거래,강원 춘천시
강원도 춘천시 온의동,601,601,0,춘천센트럴타워푸르지오,84.9517,202208,6,"79,500",41,2022,방송길 77,,중개거래,강원 춘천시
강원도 춘천시 우두동,1082,1082,0,강변코아루,84.87,202208,13,"21,450",1,2007,새청말길 26,,중개거래,강원 춘천시
강원도 춘천시 우두동,1082,1082,0,강변코아루,146.026,202208,21,"41,500",2,2007,새청말길 26,,중개거래,강원 춘천시
강원도 춘천시 우두동,1082,1082,0,강변코아루,84.87,202208,31,"20,950",1,2007,새청말길 26,,중개거래,강원 춘천시
강원도 춘천시 우두동,1068-1,1068,1,동부,84.961,202208,6,"25,000",12,1994,충열로 32,,중개거래,강원 춘천시
강원도 춘천시 우두동,1068-1,1068,1,동부,59.964,202208,19,"17,300",6,1994,충열로 32,,중개거래,강원 춘천시
강원도 춘천시 우두동,1080,1080,0,롯데인벤스,122.13,202208,16,"34,500",14,2006,충열로 29,,중개거래,강원 춘천시
강원도 춘천시 우두동,1080,1080,0,롯데인벤스,122.13,202208,19,"31,400",10,2006,충열로 29,,중개거래,강원 춘천시
강원도 춘천시 우두동,1080,1080,0,롯데인벤스,122.13,202208,19,"34,000",8,2006,충열로 29,,직거래,-
강원도 춘천시 우두동,1085,1085,0,춘천파크에뷰,84.83,202208,2,"34,500",16,2020,우두1길 129,,중개거래,강원 춘천시
강원도 춘천시 우두동,1085,1085,0,춘천파크에뷰,84.83,202208,3,"33,300",8,2020,우두1길 129,,중개거래,강원 춘천시
강원도 춘천시 우두동,1085,1085,0,춘천파크에뷰,84.83,202208,5,"32,000",20,2020,우두1길 129,,중개거래,강원 춘천시
강원도 춘천시 우두동,1085,1085,0,춘천파크에뷰,84.83,202208,5,"32,000",20,2020,우두1길 129,20220823,중개거래,강원 춘천시
강원도 춘천시 우두동,1085,1085,0,춘천파크에뷰,84.83,202208,12,"33,500",15,2020,우두1길 129,,중개거래,강원 춘천시
강원도 춘천시 우두동,1085,1085,0,춘천파크에뷰,84.83,202208,15,"33,600",3,2020,우두1길 129,,중개거래,강원 춘천시
강원도 춘천시 우두동,1085,1085,0,춘천파크에뷰,84.83,202208,16,"34,900",13,2020,우두1길 129,,중개거래,강원 춘천시
강원도 춘천시 우두동,1085,1085,0,춘천파크에뷰,74.62,202208,19,"29,900",9,2020,우두1길 129,,중개거래,강원 춘천시
강원도 춘천시 우두동,1085,1085,0,춘천파크에뷰,84.83,202208,27,"34,000",16,2020,우두1길 129,,중개거래,강원 춘천시
강원도 춘천시 칠전동,529-1,529,1,대우,59.88,202208,5,"12,850",2,1999,옛경춘로 492,,중개거래,강원 춘천시
강원도 춘천시 칠전동,529-1,529,1,대우,59.88,202208,11,"15,250",3,1999,옛경춘로 492,,중개거래,강원 춘천시
강원도 춘천시 칠전동,529-1,529,1,대우,60,202208,12,"14,000",8,1999,옛경춘로 492,,중개거래,강원 춘천시
강원도 춘천시 칠전동,529-1,529,1,대우,59.88,202208,22,"14,800",9,1999,옛경춘로 492,,중개거래,강원 춘천시
강원도 춘천시 칠전동,585-1,585,1,칠전2차대우,84.9583,202208,8,"22,300",3,2002,칠전서길 15-2,,중개거래,강원 춘천시
강원도 춘천시 칠전동,585-1,585,1,칠전2차대우,84.9583,202208,8,"22,300",3,2002,칠전서길 15-2,20220903,중개거래,강원 춘천시
강원도 춘천시 칠전동,585-1,585,1,칠전2차대우,71.7847,202208,12,"15,900",12,2002,칠전서길 15-2,,중개거래,강원 춘천시
강원도 춘천시 칠전동,585-1,585,1,칠전2차대우,71.7847,202208,12,"15,900",12,2002,칠전서길 15-2,,중개거래,강원 춘천시
강원도 춘천시 칠전동,585-1,585,1,칠전2차대우,84.9508,202208,30,"20,500",11,2002,칠전서길 15-2,,중개거래,강원 춘천시
강원도 춘천시 퇴계동,916-3,916,3,그린타운삼익코오롱,132.3,202208,13,"25,700",6,1994,춘주로 174,,중개거래,강원 춘천시
강원도 춘천시 퇴계동,945,945,0,금호2차,59.82,202208,2,"17,300",12,1993,안마산로 214,,중개거래,강원 춘천시
강원도 춘천시 퇴계동,945,945,0,금호2차,59.82,202208,22,"16,850",14,1993,안마산로 214,,중개거래,강원 춘천시
강원도 춘천시 퇴계동,1031,1031,0,뜨란채,84.94,202208,21,"25,900",5,2006,승지골길16번길 47,,중개거래,강원 춘천시
강원도 춘천시 퇴계동,1031,1031,0,뜨란채,84.94,202208,29,"27,500",2,2006,승지골길16번길 47,,중개거래,강원 춘천시
강원도 춘천시 퇴계동,1240,1240,0,이편한세상춘천한숲시티,84.8462,202208,6,"57,500",27,2019,안마산로 133,,중개거래,강원 춘천시
강원도 춘천시 퇴계동,1240,1240,0,이편한세상춘천한숲시티,84.8462,202208,6,"57,500",27,2019,안마산로 133,20220812,중개거래,강원 춘천시
강원도 춘천시 퇴계동,1240,1240,0,이편한세상춘천한숲시티,59.8597,202208,17,"38,500",4,2019,안마산로 133,,중개거래,강원 춘천시
강원도 춘천시 퇴계동,1139,1139,0,일성2,84.92,202208,22,"22,000",12,1996,우묵길78번길 25,,중개거래,강원 춘천시
강원도 춘천시 퇴계동,1043,1043,0,중앙하이츠빌1단지,84.8905,202208,7,"28,700",10,2006,영서로2141번길 33,,중개거래,강원 춘천시
강원도 춘천시 퇴계동,1133,1133,0,중앙하이츠빌3단지,84.9859,202208,3,"31,500",14,2008,지석로 10,,중개거래,강원 춘천시
강원도 춘천시 퇴계동,1133,1133,0,중앙하이츠빌3단지,106.9299,202208,20,"33,000",14,2008,지석로 10,,중개거래,강원 춘천시
강원도 춘천시 퇴계동,983,983,0,퇴계2주공,49.62,202208,29,"15,500",6,1999,퇴계로 168,,중개거래,강원 춘천시
강원도 춘천시 퇴계동,983,983,0,퇴계2주공,59.99,202208,29,"16,900",8,1999,퇴계로 168,,중개거래,강원 춘천시
강원도 춘천시 퇴계동,983,983,0,퇴계2주공,59.99,202208,30,"17,300",7,1999,퇴계로 168,,중개거래,강원 춘천시
강원도 춘천시 퇴계동,430,430,0,퇴계우성,84.933,202208,30,"20,000",5,1999,국사봉길 7,,중개거래,강원 춘천시
강원도 춘천시 퇴계동,1052,1052,0,퇴계이안,84.9877,202208,27,"31,300",3,2007,영서로 2169,,중개거래,"강원 춘천시, 서울 중랑구"
강원도 춘천시 퇴계동,967,967,0,퇴계주공1차,49.71,202208,4,"16,300",16,2000,퇴계로 167,,중개거래,강원 춘천시
강원도 춘천시 퇴계동,967,967,0,퇴계주공1차,49.71,202208,6,"15,500",18,2000,퇴계로 167,,중개거래,강원 춘천시
강원도 춘천시 퇴계동,967,967,0,퇴계주공1차,49.71,202208,12,"16,200",11,2000,퇴계로 167,,중개거래,강원 춘천시
강원도 춘천시 퇴계동,967,967,0,퇴계주공1차,49.71,202208,23,"16,000",4,2000,퇴계로 167,,중개거래,강원 춘천시
강원도 춘천시 퇴계동,1015,1015,0,퇴계주공6차,59.83,202208,1,"22,000",8,2002,지석로 64,,중개거래,강원 춘천시
강원도 춘천시 퇴계동,1015,1015,0,퇴계주공6차,59.92,202208,8,"21,400",5,2002,지석로 64,,중개거래,강원 춘천시
강원도 춘천시 퇴계동,944,944,0,한주,59.82,202208,16,"17,000",13,1993,안마산로 217,,중개거래,강원 춘천시
강원도 춘천시 퇴계동,917,917,0,"한진,한성",59.84,202208,9,"16,000",7,1995,행촌로 11,,중개거래,강원 춘천시
강원도 춘천시 퇴계동,916-2,916,2,현대,84.99,202208,31,"19,000",13,1994,춘주로 162,20220907,중개거래,강원 춘천시
강원도 춘천시 퇴계동,916,916,0,현대2,43.2,202208,3,"11,400",13,1994,행촌로 14,,중개거래,강원 춘천시
강원도 춘천시 퇴계동,916,916,0,현대2,43.2,202208,9,"10,300",2,1994,행촌로 14,,중개거래,강원 춘천시
강원도 춘천시 퇴계동,916,916,0,현대2,59.76,202208,27,"16,000",1,1994,행촌로 14,,중개거래,강원 춘천시
강원도 춘천시 퇴계동,916-1,916,1,현진,59.949,202208,17,"16,500",6,1994,춘주로 150,,중개거래,강원 춘천시
강원도 춘천시 퇴계동,1097,1097,0,휴먼시아남춘천1단지,101.87,202208,10,"38,800",1,2011,남춘천새길 11,,중개거래,강원 춘천시
강원도 춘천시 퇴계동,1131,1131,0,휴먼시아남춘천2단지,84.97,202208,2,"31,300",10,2010,퇴계로 128,,중개거래,강원 춘천시
강원도 춘천시 퇴계동,1131,1131,0,휴먼시아남춘천2단지,84.95,202208,2,"32,500",12,2010,퇴계로 128,,중개거래,강원 춘천시
강원도 춘천시 퇴계동,1131,1131,0,휴먼시아남춘천2단지,84.97,202208,2,"31,200",5,2010,퇴계로 128,,중개거래,강원 춘천시
강원도 춘천시 퇴계동,1131,1131,0,휴먼시아남춘천2단지,84.95,202208,13,"30,500",4,2010,퇴계로 128,,중개거래,강원 춘천시
강원도 춘천시 효자동,701,701,0,내안愛양우,84.984,202208,17,"23,200",3,2005,공지로317번길 11,,중개거래,강원 춘천시
강원도 춘천시 효자동,821,821,0,동보,28.38,202208,6,"5,500",6,1999,공지로200번길 13,,중개거래,강원 춘천시
강원도 춘천시 효자동,821,821,0,동보,28.38,202208,10,"4,500",1,1999,공지로200번길 13,,중개거래,강원 춘천시
강원도 춘천시 효자동,821,821,0,동보,37.2,202208,11,"7,450",9,1999,공지로200번길 13,,중개거래,강원 춘천시
강원도 춘천시 효자동,821,821,0,동보,28.38,202208,26,"6,150",12,1999,공지로200번길 13,,중개거래,강원 춘천시
강원도 춘천시 효자동,820,820,0,신아,32.16,202208,26,"6,500",4,1997,백령로75번길 7,,중개거래,강원 춘천시
강원도 춘천시 효자동,822,822,0,현진에버빌3차,84.914,202208,25,"37,000",14,2014,춘천로 120,,중개거래,강원 춘천시
